idx,label,label_text,pred,pred_text,correct,commitment_layer,final_p_correct
1090,1,Yes,1,Yes,True,30,0.9960451722145081
1091,0,No,0,No,True,29,0.9983829259872437
1092,0,No,0,No,True,29,0.9984357953071594
1093,1,Yes,1,Yes,True,30,0.9951047897338867
1094,1,Yes,1,Yes,True,30,0.9907189011573792
1095,1,Yes,1,Yes,True,30,0.9868727922439575
1096,1,Yes,1,Yes,True,31,0.823197066783905
1097,1,Yes,1,Yes,True,30,0.9800823330879211
1098,1,Yes,1,Yes,True,31,0.9429861903190613
1099,1,Yes,0,No,False,-1,0.005627823527902365
1100,1,Yes,1,Yes,True,30,0.9587259888648987
1101,1,Yes,1,Yes,True,30,0.998254120349884
1102,1,Yes,1,Yes,True,-1,0.5469663143157959
1103,0,No,0,No,True,28,0.9990237951278687
1104,0,No,0,No,True,29,0.9651172161102295
1105,0,No,0,No,True,27,0.9975899457931519
1106,1,Yes,1,Yes,True,30,0.9949812293052673
1107,1,Yes,1,Yes,True,30,0.9567360281944275
1108,1,Yes,0,No,False,-1,0.18424004316329956
1109,1,Yes,0,No,False,-1,0.007614292204380035
1110,1,Yes,1,Yes,True,30,0.9979071617126465
1111,1,Yes,1,Yes,True,30,0.9991590976715088
1112,1,Yes,1,Yes,True,30,0.9937084913253784
1113,1,Yes,0,No,False,-1,0.005134236067533493
1114,1,Yes,1,Yes,True,-1,0.794468343257904
1115,1,Yes,0,No,False,-1,0.09347567707300186
1116,1,Yes,1,Yes,True,30,0.9956344962120056
1117,1,Yes,0,No,False,-1,0.0029616891406476498
1118,1,Yes,1,Yes,True,30,0.9937891364097595
1119,1,Yes,1,Yes,True,30,0.9768164753913879
1120,1,Yes,1,Yes,True,30,0.9957665205001831
1121,1,Yes,1,Yes,True,31,0.8756601810455322
1122,0,No,0,No,True,27,0.9961579442024231
1123,1,Yes,1,Yes,True,31,0.9100147485733032
1124,0,No,0,No,True,27,0.9988479614257812
1125,1,Yes,1,Yes,True,30,0.9890150427818298
1126,0,No,0,No,True,27,0.9840061068534851
1127,0,No,0,No,True,29,0.9995923638343811
1128,0,No,0,No,True,27,0.9977890253067017
1129,0,No,0,No,True,29,0.998097836971283
1130,1,Yes,1,Yes,True,30,0.966234028339386
1131,0,No,0,No,True,29,0.9982258677482605
1132,1,Yes,1,Yes,True,30,0.9962671399116516
1133,1,Yes,1,Yes,True,30,0.9968735575675964
1134,0,No,0,No,True,27,0.8305606842041016
1135,1,Yes,0,No,False,-1,0.00924643687903881
1136,1,Yes,0,No,False,-1,0.10102218389511108
1137,1,Yes,1,Yes,True,30,0.9808244705200195
1138,0,No,0,No,True,27,0.9696623086929321
1139,1,Yes,1,Yes,True,30,0.9964607357978821
1140,1,Yes,0,No,False,-1,0.0036806301213800907
1141,1,Yes,1,Yes,True,30,0.9964478015899658
1142,0,No,0,No,True,30,0.9994370341300964
1143,1,Yes,1,Yes,True,30,0.9946097135543823
1144,1,Yes,0,No,False,-1,0.0001397355954395607
1145,0,No,0,No,True,28,0.9926317930221558
1146,1,Yes,1,Yes,True,-1,0.44584929943084717
1147,1,Yes,1,Yes,True,30,0.9796110391616821
1148,1,Yes,1,Yes,True,30,0.9963167905807495
1149,1,Yes,1,Yes,True,-1,0.7109096050262451
1150,0,No,0,No,True,29,0.9988802075386047
1151,0,No,0,No,True,29,0.996193528175354
1152,0,No,0,No,True,28,0.9920639395713806
1153,1,Yes,1,Yes,True,30,0.9933338761329651
1154,0,No,0,No,True,30,0.39245349168777466
1155,1,Yes,1,Yes,True,30,0.9796537756919861
1156,0,No,0,No,True,30,0.7987271547317505
1157,1,Yes,1,Yes,True,30,0.9930439591407776
1158,0,No,0,No,True,29,0.9985217452049255
1159,1,Yes,1,Yes,True,30,0.9626242518424988
1160,0,No,0,No,True,27,0.9958541393280029
1161,1,Yes,0,No,False,-1,0.2511563301086426
1162,0,No,0,No,True,30,0.9941275119781494
1163,0,No,0,No,True,30,0.9973971843719482
1164,0,No,1,Yes,False,-1,0.2394660860300064
1165,0,No,0,No,True,30,0.9996128678321838
1166,0,No,0,No,True,29,0.9990466237068176
1167,1,Yes,1,Yes,True,30,0.9936389327049255
1168,1,Yes,1,Yes,True,30,0.9971087574958801
1169,1,Yes,1,Yes,True,30,0.9480547308921814
1170,0,No,0,No,True,27,0.9897465705871582
1171,0,No,0,No,True,30,0.9989942908287048
1172,1,Yes,1,Yes,True,-1,0.6373726725578308
1173,1,Yes,1,Yes,True,30,0.9678711295127869
1174,1,Yes,1,Yes,True,31,0.9365457892417908
1175,0,No,1,Yes,False,-1,0.00800422951579094
1176,0,No,0,No,True,29,0.9950680732727051
1177,1,Yes,1,Yes,True,30,0.9986812472343445
1178,1,Yes,0,No,False,-1,0.23852215707302094
1179,1,Yes,0,No,False,-1,0.26014554500579834
1180,0,No,0,No,True,27,0.8584752678871155
1181,0,No,1,Yes,False,-1,3.464704059297219e-05
1182,1,Yes,1,Yes,True,-1,0.7875617146492004
1183,1,Yes,0,No,False,-1,0.16722579300403595
1184,0,No,0,No,True,28,0.9974367022514343
1185,0,No,0,No,True,27,0.9984184503555298
1186,1,Yes,1,Yes,True,30,0.9936298727989197
1187,0,No,0,No,True,30,0.9960005879402161
1188,1,Yes,0,No,False,-1,0.06654174625873566
1189,0,No,0,No,True,30,0.9986622333526611
1190,0,No,0,No,True,27,0.9561119675636292
1191,0,No,0,No,True,28,0.9981493949890137
1192,1,Yes,0,No,False,-1,0.003789857029914856
1193,0,No,0,No,True,29,0.9982190728187561
1194,0,No,0,No,True,28,0.9987843632698059
1195,0,No,0,No,True,29,0.9996707439422607
1196,1,Yes,1,Yes,True,30,0.9479882717132568
1197,1,Yes,1,Yes,True,30,0.9969068169593811
1198,0,No,0,No,True,29,0.9977460503578186
1199,0,No,0,No,True,27,0.9996578693389893
1200,0,No,1,Yes,False,-1,0.00047502072993665934
1201,1,Yes,0,No,False,-1,0.31415286660194397
1202,1,Yes,0,No,False,-1,0.40125545859336853
1203,1,Yes,1,Yes,True,30,0.9955846667289734
1204,1,Yes,1,Yes,True,30,0.9930970072746277
1205,1,Yes,1,Yes,True,30,0.9883126616477966
1206,1,Yes,1,Yes,True,30,0.9620370268821716
1207,1,Yes,1,Yes,True,30,0.9967982172966003
1208,1,Yes,1,Yes,True,30,0.9979879856109619
1209,1,Yes,1,Yes,True,31,0.9200441837310791
1210,0,No,0,No,True,30,0.9942769408226013
1211,0,No,0,No,True,29,0.9756498336791992
1212,0,No,0,No,True,29,0.9742509722709656
1213,1,Yes,1,Yes,True,30,0.9910558462142944
1214,0,No,0,No,True,29,0.9648303985595703
1215,1,Yes,0,No,False,-1,0.006743122357875109
1216,1,Yes,1,Yes,True,31,0.838610053062439
1217,1,Yes,0,No,False,-1,0.08890464901924133
1218,0,No,0,No,True,27,0.9233251214027405
1219,0,No,1,Yes,False,-1,0.4290468990802765
1220,1,Yes,1,Yes,True,30,0.9984022974967957
1221,1,Yes,0,No,False,-1,0.039402786642313004
1222,0,No,0,No,True,30,0.9977428913116455
1223,0,No,0,No,True,28,0.9899599552154541
1224,1,Yes,0,No,False,-1,0.027472611516714096
1225,1,Yes,0,No,False,-1,0.04310603067278862
1226,0,No,0,No,True,29,0.9992897510528564
1227,0,No,1,Yes,False,30,0.30619385838508606
1228,1,Yes,1,Yes,True,-1,0.6991323232650757
1229,0,No,0,No,True,30,0.8161425590515137
1230,1,Yes,1,Yes,True,30,0.9966912269592285
1231,1,Yes,1,Yes,True,30,0.9932087063789368
1232,0,No,0,No,True,29,0.9997668862342834
1233,1,Yes,1,Yes,True,30,0.9853094220161438
1234,1,Yes,1,Yes,True,-1,0.533595621585846
1235,0,No,0,No,True,29,0.9992209672927856
1236,0,No,0,No,True,29,0.9993948936462402
1237,1,Yes,1,Yes,True,-1,0.7798718214035034
1238,0,No,0,No,True,29,0.9992619156837463
1239,0,No,1,Yes,False,-1,0.06346819549798965
1240,0,No,0,No,True,29,0.9942694902420044
1241,0,No,0,No,True,30,0.9994805455207825
1242,1,Yes,1,Yes,True,30,0.9923245906829834
1243,1,Yes,1,Yes,True,30,0.9962689876556396
1244,1,Yes,1,Yes,True,30,0.9969809651374817
1245,0,No,0,No,True,27,0.8603744506835938
1246,0,No,0,No,True,29,0.9906420111656189
1247,1,Yes,1,Yes,True,30,0.998207688331604
1248,0,No,0,No,True,27,0.9979952573776245
1249,0,No,0,No,True,27,0.984119176864624
1250,1,Yes,1,Yes,True,30,0.995897650718689
1251,1,Yes,0,No,False,-1,0.10314024239778519
1252,0,No,0,No,True,28,0.9836083054542542
1253,1,Yes,1,Yes,True,30,0.9907281398773193
1254,1,Yes,1,Yes,True,30,0.9956743121147156
1255,1,Yes,1,Yes,True,30,0.9968212842941284
1256,1,Yes,1,Yes,True,30,0.9756375551223755
1257,1,Yes,1,Yes,True,30,0.9951968789100647
1258,1,Yes,1,Yes,True,30,0.9835092425346375
1259,0,No,0,No,True,30,0.9994957447052002
1260,0,No,0,No,True,29,0.9996936321258545
1261,1,Yes,1,Yes,True,30,0.973716676235199
1262,0,No,0,No,True,29,0.9994397759437561
1263,0,No,0,No,True,29,0.9992984533309937
1264,0,No,0,No,True,29,0.9996786117553711
1265,1,Yes,1,Yes,True,30,0.9969723224639893
1266,1,Yes,1,Yes,True,30,0.96771639585495
1267,1,Yes,1,Yes,True,30,0.9941579103469849
1268,1,Yes,1,Yes,True,30,0.9591911435127258
1269,0,No,0,No,True,30,0.8455963730812073
1270,1,Yes,1,Yes,True,30,0.9951987862586975
1271,1,Yes,1,Yes,True,30,0.9945783615112305
1272,1,Yes,0,No,False,-1,0.01227486226707697
1273,1,Yes,1,Yes,True,30,0.9931328892707825
1274,0,No,0,No,True,29,0.9995653033256531
1275,1,Yes,1,Yes,True,30,0.953713595867157
1276,1,Yes,1,Yes,True,-1,0.5523936748504639
1277,0,No,0,No,True,28,0.9996155500411987
1278,0,No,0,No,True,29,0.9969848990440369
1279,0,No,1,Yes,False,-1,0.0034532726276665926
1280,1,Yes,1,Yes,True,30,0.9877665042877197
1281,1,Yes,1,Yes,True,30,0.9932793974876404
1282,1,Yes,1,Yes,True,30,0.9951106905937195
1283,0,No,0,No,True,30,0.9986271858215332
1284,1,Yes,1,Yes,True,30,0.9735756516456604
1285,1,Yes,1,Yes,True,30,0.9903314113616943
1286,0,No,0,No,True,27,0.998856782913208
1287,1,Yes,1,Yes,True,30,0.9960709810256958
1288,0,No,0,No,True,27,0.9974253177642822
1289,1,Yes,1,Yes,True,30,0.9963501691818237
1290,1,Yes,0,No,False,-1,0.346953809261322
1291,1,Yes,1,Yes,True,30,0.9441725611686707
1292,1,Yes,1,Yes,True,30,0.995794415473938
1293,0,No,1,Yes,False,30,0.4238970875740051
1294,0,No,0,No,True,30,0.9854189157485962
1295,1,Yes,1,Yes,True,30,0.9900428056716919
1296,1,Yes,0,No,False,-1,0.0012940829619765282
1297,1,Yes,1,Yes,True,-1,0.7901578545570374
1298,1,Yes,0,No,False,-1,0.00039044127333909273
1299,0,No,0,No,True,28,0.9971333742141724
1300,1,Yes,1,Yes,True,30,0.996069073677063
1301,1,Yes,1,Yes,True,30,0.9968032836914062
1302,0,No,0,No,True,28,0.9986932873725891
1303,0,No,0,No,True,29,0.9993618130683899
1304,0,No,0,No,True,29,0.999433696269989
1305,1,Yes,1,Yes,True,30,0.994981586933136
1306,1,Yes,1,Yes,True,31,0.8989059329032898
1307,1,Yes,1,Yes,True,30,0.998586893081665
1308,0,No,0,No,True,29,0.7778244614601135
1309,0,No,0,No,True,27,0.998421311378479
1310,0,No,0,No,True,27,0.6654456853866577
1311,0,No,0,No,True,27,0.996002733707428
1312,1,Yes,1,Yes,True,30,0.9987316727638245
1313,0,No,0,No,True,29,0.9461805820465088
1314,0,No,1,Yes,False,-1,0.2161957174539566
1315,0,No,0,No,True,27,0.9252869486808777
1316,1,Yes,1,Yes,True,30,0.9885100722312927
1317,0,No,0,No,True,28,0.9971119165420532
1318,1,Yes,1,Yes,True,-1,0.7056771516799927
1319,0,No,0,No,True,27,0.9981361627578735
1320,0,No,0,No,True,29,0.9985717535018921
1321,0,No,0,No,True,29,0.984718918800354
1322,1,Yes,1,Yes,True,30,0.9972413778305054
1323,1,Yes,1,Yes,True,30,0.992613673210144
1324,1,Yes,1,Yes,True,31,0.8422079086303711
1325,0,No,0,No,True,27,0.9830684661865234
1326,1,Yes,1,Yes,True,-1,0.7105147838592529
1327,1,Yes,0,No,False,-1,0.26792919635772705
1328,1,Yes,1,Yes,True,30,0.9931284189224243
1329,0,No,0,No,True,29,0.9992819428443909
1330,1,Yes,1,Yes,True,30,0.9829066395759583
1331,0,No,0,No,True,30,0.9990031123161316
1332,1,Yes,1,Yes,True,30,0.9512484073638916
1333,1,Yes,1,Yes,True,31,0.8828223347663879
1334,1,Yes,1,Yes,True,30,0.9958337545394897
1335,1,Yes,1,Yes,True,31,0.8960366249084473
1336,1,Yes,1,Yes,True,30,0.919497013092041
1337,1,Yes,1,Yes,True,30,0.9630841016769409
1338,0,No,0,No,True,30,0.9998117089271545
1339,0,No,1,Yes,False,-1,0.00023008364951238036
1340,0,No,0,No,True,29,0.9993494153022766
1341,1,Yes,0,No,False,-1,0.0019498207839205861
1342,1,Yes,1,Yes,True,30,0.9949709177017212
1343,1,Yes,1,Yes,True,30,0.9912174940109253
1344,1,Yes,1,Yes,True,30,0.9883126616477966
1345,0,No,0,No,True,28,0.9872522354125977
1346,1,Yes,0,No,False,-1,0.04721396788954735
1347,0,No,0,No,True,29,0.999127209186554
1348,1,Yes,1,Yes,True,30,0.9958427548408508
1349,0,No,0,No,True,27,0.9991030693054199
1350,1,Yes,1,Yes,True,30,0.9595842957496643
1351,1,Yes,1,Yes,True,30,0.9974032044410706
1352,1,Yes,0,No,False,-1,0.0020364290103316307
1353,1,Yes,0,No,False,-1,0.031440619379282
1354,0,No,0,No,True,28,0.999506950378418
1355,0,No,0,No,True,27,0.9987204074859619
1356,1,Yes,1,Yes,True,31,0.8854680061340332
1357,1,Yes,0,No,False,-1,0.0005695883883163333
1358,1,Yes,1,Yes,True,30,0.9891040325164795
1359,1,Yes,1,Yes,True,30,0.9900263547897339
1360,1,Yes,1,Yes,True,-1,0.793684720993042
1361,1,Yes,1,Yes,True,31,0.8826435208320618
1362,1,Yes,1,Yes,True,31,0.923024594783783
1363,0,No,0,No,True,28,0.8806012868881226
1364,1,Yes,1,Yes,True,30,0.9963507652282715
1365,1,Yes,0,No,False,-1,0.004732723347842693
1366,1,Yes,1,Yes,True,30,0.9591711759567261
1367,1,Yes,1,Yes,True,-1,0.5353710055351257
1368,0,No,0,No,True,29,0.9987449645996094
1369,1,Yes,0,No,False,-1,0.0016682423884049058
1370,1,Yes,0,No,False,-1,0.0020439550280570984
1371,1,Yes,1,Yes,True,31,0.9078664779663086
1372,1,Yes,1,Yes,True,31,0.8867518901824951
1373,1,Yes,0,No,False,-1,0.004180879332125187
1374,0,No,0,No,True,30,0.9975739121437073
1375,0,No,0,No,True,28,0.9599167704582214
1376,0,No,0,No,True,29,0.9993002414703369
1377,1,Yes,1,Yes,True,30,0.9918484687805176
1378,1,Yes,1,Yes,True,30,0.9979192614555359
1379,1,Yes,0,No,False,-1,0.005561761558055878
1380,0,No,0,No,True,30,0.9988846182823181
1381,0,No,0,No,True,27,0.8984907269477844
1382,1,Yes,1,Yes,True,30,0.9395427703857422
1383,1,Yes,1,Yes,True,30,0.9892510175704956
1384,0,No,0,No,True,29,0.9910949468612671
1385,1,Yes,1,Yes,True,30,0.9822750091552734
1386,1,Yes,0,No,False,-1,0.00010374046541983262
1387,1,Yes,1,Yes,True,30,0.99198979139328
1388,1,Yes,1,Yes,True,30,0.9906589984893799
1389,0,No,0,No,True,29,0.9992759823799133
1390,1,Yes,1,Yes,True,30,0.9961704611778259
1391,0,No,0,No,True,27,0.9993374943733215
1392,1,Yes,1,Yes,True,30,0.9744923114776611
1393,0,No,0,No,True,27,0.8718449473381042
1394,0,No,0,No,True,27,0.9995847344398499
1395,1,Yes,1,Yes,True,30,0.9972538352012634
1396,0,No,0,No,True,28,0.9786175489425659
1397,1,Yes,0,No,False,-1,0.017918817698955536
1398,1,Yes,1,Yes,True,30,0.9963089823722839
1399,1,Yes,0,No,False,-1,0.0042505571618676186
1400,0,No,1,Yes,False,-1,0.00017635109543334693
1401,0,No,0,No,True,29,0.9933663010597229
1402,1,Yes,1,Yes,True,30,0.9807685017585754
1403,0,No,0,No,True,27,0.9822614192962646
1404,0,No,0,No,True,29,0.9997977614402771
1405,1,Yes,1,Yes,True,30,0.9886645078659058
1406,1,Yes,1,Yes,True,30,0.8729009032249451
1407,1,Yes,1,Yes,True,30,0.9743492007255554
1408,0,No,0,No,True,29,0.99916672706604
1409,0,No,0,No,True,29,0.9994021654129028
1410,1,Yes,1,Yes,True,31,0.9541217684745789
1411,0,No,0,No,True,30,0.9989612102508545
1412,1,Yes,1,Yes,True,30,0.9875849485397339
1413,1,Yes,1,Yes,True,30,0.9978121519088745
1414,0,No,0,No,True,29,0.9987744688987732
1415,1,Yes,0,No,False,-1,0.22862935066223145
1416,0,No,0,No,True,29,0.9300082921981812
1417,0,No,0,No,True,29,0.9992024302482605
1418,0,No,0,No,True,29,0.9947389960289001
1419,0,No,0,No,True,29,0.9991616010665894
1420,0,No,0,No,True,29,0.9990361928939819
1421,1,Yes,0,No,False,-1,0.008554933592677116
1422,0,No,0,No,True,29,0.9996627569198608
1423,0,No,0,No,True,29,0.9991580247879028
1424,0,No,0,No,True,30,0.9993988275527954
1425,1,Yes,1,Yes,True,30,0.9249025583267212
1426,0,No,0,No,True,27,0.9995242357254028
1427,1,Yes,1,Yes,True,30,0.9771357774734497
1428,0,No,0,No,True,27,0.9605149030685425
1429,1,Yes,1,Yes,True,30,0.996742308139801
1430,1,Yes,1,Yes,True,31,0.9125188589096069
1431,1,Yes,1,Yes,True,30,0.9927701354026794
1432,0,No,0,No,True,29,0.9978159666061401
1433,1,Yes,1,Yes,True,30,0.9924063086509705
1434,0,No,0,No,True,29,0.9990444779396057
1435,1,Yes,0,No,False,-1,0.14913244545459747
1436,1,Yes,1,Yes,True,30,0.9977832436561584
1437,0,No,0,No,True,27,0.9972912669181824
1438,1,Yes,1,Yes,True,30,0.9575039744377136
1439,1,Yes,1,Yes,True,30,0.9940418601036072
1440,0,No,0,No,True,27,0.9918783903121948
1441,1,Yes,1,Yes,True,30,0.977286696434021
1442,0,No,0,No,True,27,0.9748818874359131
1443,0,No,0,No,True,29,0.9993645548820496
1444,0,No,0,No,True,29,0.9986937642097473
1445,1,Yes,1,Yes,True,30,0.9889650344848633
1446,1,Yes,1,Yes,True,31,0.9078452587127686
1447,1,Yes,1,Yes,True,30,0.939464807510376
1448,0,No,0,No,True,29,0.9994373917579651
1449,0,No,0,No,True,28,0.9213784337043762
1450,0,No,0,No,True,29,0.9929435849189758
1451,1,Yes,1,Yes,True,30,0.9640676379203796
1452,1,Yes,1,Yes,True,30,0.8852918744087219
1453,1,Yes,1,Yes,True,30,0.9913614392280579
1454,0,No,0,No,True,29,0.9993675351142883
1455,1,Yes,1,Yes,True,31,0.9622154831886292
1456,1,Yes,0,No,False,-1,0.34754592180252075
1457,1,Yes,1,Yes,True,30,0.9821134209632874
1458,1,Yes,1,Yes,True,30,0.986301064491272
1459,0,No,0,No,True,30,0.9994539618492126
1460,1,Yes,1,Yes,True,30,0.9696694016456604
1461,0,No,0,No,True,29,0.995267391204834
1462,1,Yes,0,No,False,-1,0.20282556116580963
1463,1,Yes,0,No,False,-1,0.345589280128479
1464,0,No,0,No,True,29,0.9808520674705505
1465,0,No,0,No,True,28,0.9775107502937317
1466,1,Yes,1,Yes,True,30,0.9659825563430786
1467,1,Yes,1,Yes,True,30,0.9901347756385803
1468,0,No,0,No,True,30,0.9996054768562317
1469,1,Yes,1,Yes,True,30,0.9851295948028564
1470,0,No,0,No,True,29,0.999678373336792
1471,1,Yes,1,Yes,True,30,0.9957797527313232
1472,0,No,0,No,True,30,0.9983792304992676
1473,1,Yes,1,Yes,True,30,0.923332929611206
1474,0,No,0,No,True,29,0.9996359348297119
1475,1,Yes,1,Yes,True,30,0.9954919219017029
1476,1,Yes,1,Yes,True,30,0.997439980506897
1477,0,No,0,No,True,29,0.9990531802177429
1478,1,Yes,1,Yes,True,31,0.9596449732780457
1479,0,No,0,No,True,29,0.9993757605552673
1480,1,Yes,1,Yes,True,30,0.9298186302185059
1481,1,Yes,1,Yes,True,30,0.9874131679534912
1482,1,Yes,0,No,False,-1,0.23125050961971283
1483,1,Yes,0,No,False,-1,0.00019129490829072893
1484,1,Yes,0,No,False,-1,0.010598092339932919
1485,1,Yes,0,No,False,-1,0.13101792335510254
1486,0,No,0,No,True,29,0.9993131160736084
1487,1,Yes,0,No,False,-1,0.005536806769669056
1488,1,Yes,1,Yes,True,30,0.9338847994804382
1489,1,Yes,1,Yes,True,30,0.9539679884910583
1490,0,No,0,No,True,29,0.9988287091255188
1491,1,Yes,1,Yes,True,30,0.997721254825592
1492,1,Yes,1,Yes,True,-1,0.7453476786613464
1493,1,Yes,0,No,False,-1,0.035058360546827316
1494,0,No,0,No,True,27,0.998349666595459
1495,0,No,0,No,True,29,0.9964680671691895
1496,1,Yes,1,Yes,True,30,0.9960330128669739
1497,0,No,1,Yes,False,-1,0.32115739583969116
1498,1,Yes,1,Yes,True,30,0.9967671632766724
1499,1,Yes,1,Yes,True,30,0.9764223098754883
